bill_no,line_no,product_code,qty,unit_price,line_type,ts
S02/20241130/00001,1,P101884,2,352.98,SALE,2024-11-30T20:13:22
S02/20241130/00001,2,P100883,2,723.68,SALE,2024-11-30T20:13:22
S02/20241130/00001,3,P100899,2,131.46,SALE,2024-11-30T20:13:22
S02/20241130/00001,4,P100658,1,50.53,SALE,2024-11-30T20:13:22
S02/20241130/00001,5,P106093,2,315.93,SALE,2024-11-30T20:13:22
S02/20241130/00001,6,P103374,2,38.02,SALE,2024-11-30T20:13:22
S02/20241130/00001,7,TAX,1,246.59,TAX,2024-11-30T20:13:22
S02/20241130/00001,8,TENDER,1,3421.26,TENDER,2024-11-30T20:13:22
S02/20241130/00002,1,P101393,2,36.64,SALE,2024-11-30T12:37:43
S02/20241130/00002,2,P105377,3,275.11,SALE,2024-11-30T12:37:43
S02/20241130/00002,3,P104389,2,169.98,SALE,2024-11-30T12:37:43
S02/20241130/00002,4,P104462,1,86.38,SALE,2024-11-30T12:37:43
S02/20241130/00002,5,P100754,1,91.60,SALE,2024-11-30T12:37:43
S02/20241130/00002,6,P106300,1,425.27,SALE,2024-11-30T12:37:43
S02/20241130/00002,7,TAX,1,223.83,TAX,2024-11-30T12:37:43
S02/20241130/00002,8,TENDER,1,2065.65,TENDER,2024-11-30T12:37:43
S02/20241130/00003,1,P101585,2,10.45,SALE,2024-11-30T14:27:50
S02/20241130/00003,2,P100326,2,47.79,SALE,2024-11-30T14:27:50
S02/20241130/00003,3,P108131,3,627.37,SALE,2024-11-30T14:27:50
S02/20241130/00003,4,TAX,1,115.07,TAX,2024-11-30T14:27:50
S02/20241130/00003,5,TENDER,1,2113.66,TENDER,2024-11-30T14:27:50
S02/20241130/00004,1,P105860,2,674.13,SALE,2024-12-01T00:47:11
S02/20241130/00004,2,P106258,1,423.67,SALE,2024-12-01T00:47:11
S02/20241130/00004,3,P106357,2,1078.45,SALE,2024-12-01T00:47:11
S02/20241130/00004,4,P101393,1,36.64,SALE,2024-12-01T00:47:11
S02/20241130/00004,5,P102982,1,255.95,SALE,2024-12-01T00:47:11
S02/20241130/00004,6,P105845,3,121.94,SALE,2024-12-01T00:47:11
S02/20241130/00004,7,TAX,1,461.18,TAX,2024-12-01T00:47:11
S02/20241130/00004,8,TENDER,1,5048.42,TENDER,2024-12-01T00:47:11
S02/20241130/00005,1,P107110,1,77.73,SALE,2024-11-30T17:03:33
S02/20241130/00005,2,P107215,2,153.85,SALE,2024-11-30T17:03:33
S02/20241130/00005,3,P100528,1,595.90,SALE,2024-11-30T17:03:33
S02/20241130/00005,4,P102886,2,139.22,SALE,2024-11-30T17:03:33
S02/20241130/00005,5,P105187,1,1046.11,SALE,2024-11-30T17:03:33
S02/20241130/00005,6,P101669,2,56.49,SALE,2024-11-30T17:03:33
S02/20241130/00005,7,P107996,2,224.54,SALE,2024-11-30T17:03:33
S02/20241130/00005,8,P100210,1,1073.90,SALE,2024-11-30T17:03:33
S02/20241130/00005,9,TAX,1,221.81,TAX,2024-11-30T17:03:33
S02/20241130/00005,10,TENDER,1,4163.65,TENDER,2024-11-30T17:03:33
S02/20241130/00006,1,P103704,1,188.13,SALE,2024-11-30T16:38:08
S02/20241130/00006,2,P105988,1,29.57,SALE,2024-11-30T16:38:08
S02/20241130/00006,3,TAX,1,35.34,TAX,2024-11-30T16:38:08
S02/20241130/00006,4,TENDER,1,253.04,TENDER,2024-11-30T16:38:08
S02/20241130/00007,1,P103214,1,283.38,SALE,2024-11-30T16:00:13
S02/20241130/00007,2,P101367,1,512.46,SALE,2024-11-30T16:00:13
S02/20241130/00007,3,P106512,1,467.07,SALE,2024-11-30T16:00:13
S02/20241130/00007,4,TAX,1,190.48,TAX,2024-11-30T16:00:13
S02/20241130/00007,5,TENDER,1,1453.39,TENDER,2024-11-30T16:00:13
S02/20241130/00008,1,P100827,3,1218.17,SALE,2024-11-30T18:45:17
S02/20241130/00008,2,P104497,4,229.16,SALE,2024-11-30T18:45:17
S02/20241130/00008,3,P106651,3,900.59,SALE,2024-11-30T18:45:17
S02/20241130/00008,4,P105594,2,321.63,SALE,2024-11-30T18:45:17
S02/20241130/00008,5,TAX,1,123.02,TAX,2024-11-30T18:45:17
S02/20241130/00008,6,TENDER,1,8039.20,TENDER,2024-11-30T18:45:17
S02/20241130/00009,1,P106891,1,642.78,SALE,2024-11-30T18:59:49
S02/20241130/00009,2,P107400,2,273.33,SALE,2024-11-30T18:59:49
S02/20241130/00009,3,P102772,2,151.97,SALE,2024-11-30T18:59:49
S02/20241130/00009,4,P107246,1,313.74,SALE,2024-11-30T18:59:49
S02/20241130/00009,5,P108026,6,103.54,SALE,2024-11-30T18:59:49
S02/20241130/00009,6,DISC,1,-52.08,DISCOUNT,2024-11-30T18:59:49
S02/20241130/00009,7,TAX,1,307.30,TAX,2024-11-30T18:59:49
S02/20241130/00009,8,TENDER,1,2683.58,TENDER,2024-11-30T18:59:49
S02/20241130/00010,1,P107884,1,29.77,SALE,2024-11-30T23:06:59
S02/20241130/00010,2,P108216,3,69.70,SALE,2024-11-30T23:06:59
S02/20241130/00010,3,P104695,2,80.54,SALE,2024-11-30T23:06:59
S02/20241130/00010,4,P103168,2,980.21,SALE,2024-11-30T23:06:59
S02/20241130/00010,5,P106679,3,181.66,SALE,2024-11-30T23:06:59
S02/20241130/00010,6,TAX,1,259.12,TAX,2024-11-30T23:06:59
S02/20241130/00010,7,TENDER,1,3164.47,TENDER,2024-11-30T23:06:59
S02/20241130/00011,1,P101367,1,512.46,SALE,2024-11-30T13:08:35
S02/20241130/00011,2,P103777,4,44.82,SALE,2024-11-30T13:08:35
S02/20241130/00011,3,P107278,1,55.18,SALE,2024-11-30T13:08:35
S02/20241130/00011,4,P107872,2,650.85,SALE,2024-11-30T13:08:35
S02/20241130/00011,5,TAX,1,172.91,TAX,2024-11-30T13:08:35
S02/20241130/00011,6,TENDER,1,2221.53,TENDER,2024-11-30T13:08:35
S02/20241130/00012,1,P104242,2,308.27,SALE,2024-11-30T13:49:47
S02/20241130/00012,2,P103144,1,145.27,SALE,2024-11-30T13:49:47
S02/20241130/00012,3,P104112,2,52.93,SALE,2024-11-30T13:49:47
S02/20241130/00012,4,P100140,1,58.05,SALE,2024-11-30T13:49:47
S02/20241130/00012,5,P101564,4,172.72,SALE,2024-11-30T13:49:47
S02/20241130/00012,6,TAX,1,221.35,TAX,2024-11-30T13:49:47
S02/20241130/00012,7,TENDER,1,1837.95,TENDER,2024-11-30T13:49:47
S02/20241130/00013,1,P100233,2,67.07,SALE,2024-11-30T10:10:12
S02/20241130/00013,2,P102415,2,1245.81,SALE,2024-11-30T10:10:12
S02/20241130/00013,3,P107449,2,1495.62,SALE,2024-11-30T10:10:12
S02/20241130/00013,4,P105009,2,65.38,SALE,2024-11-30T10:10:12
S02/20241130/00013,5,P101359,1,49.69,SALE,2024-11-30T10:10:12
S02/20241130/00013,6,TAX,1,522.72,TAX,2024-11-30T10:10:12
S02/20241130/00013,7,TENDER,1,6320.17,TENDER,2024-11-30T10:10:12
S02/20241130/00014,1,P107373,2,96.28,SALE,2024-11-30T14:25:36
S02/20241130/00014,2,P103620,3,474.03,SALE,2024-11-30T14:25:36
S02/20241130/00014,3,P105997,1,124.60,SALE,2024-11-30T14:25:36
S02/20241130/00014,4,P107435,1,636.54,SALE,2024-11-30T14:25:36
S02/20241130/00014,5,TAX,1,120.81,TAX,2024-11-30T14:25:36
S02/20241130/00014,6,TENDER,1,2496.60,TENDER,2024-11-30T14:25:36
S02/20241130/00015,1,P105944,2,985.47,SALE,2024-11-30T15:19:26
S02/20241130/00015,2,P102886,3,139.22,SALE,2024-11-30T15:19:26
S02/20241130/00015,3,P100156,4,1528.63,SALE,2024-11-30T15:19:26
S02/20241130/00015,4,P105677,2,109.29,SALE,2024-11-30T15:19:26
S02/20241130/00015,5,P101911,3,1431.80,SALE,2024-11-30T15:19:26
S02/20241130/00015,6,P106221,3,31.65,SALE,2024-11-30T15:19:26
S02/20241130/00015,7,TAX,1,313.83,TAX,2024-11-30T15:19:26
S02/20241130/00015,8,TENDER,1,13425.88,TENDER,2024-11-30T15:19:26
S02/20241130/00016,1,P100348,3,527.90,SALE,2024-11-30T16:25:28
S02/20241130/00016,2,P102321,3,35.15,SALE,2024-11-30T16:25:28
S02/20241130/00016,3,P105720,1,69.64,SALE,2024-11-30T16:25:28
S02/20241130/00016,4,P107089,1,208.86,SALE,2024-11-30T16:25:28
S02/20241130/00016,5,TAX,1,102.28,TAX,2024-11-30T16:25:28
S02/20241130/00016,6,TENDER,1,2069.93,TENDER,2024-11-30T16:25:28
S02/20241130/00017,1,P102874,2,142.11,SALE,2024-11-30T16:55:38
S02/20241130/00017,2,P100555,2,435.03,SALE,2024-11-30T16:55:38
