ts,bill_no,line_no,line_type,product_code,unit_price,qty
1731081097,S10/20241108/00001,1,SALE,P101339,230.61,1
1731081097,S10/20241108/00001,2,SALE,P101774,1168.66,1
1731081097,S10/20241108/00001,3,SALE,P101961,767.84,1
1731081097,S10/20241108/00001,4,TAX,TAX,289.98,1
1731081097,S10/20241108/00001,5,TENDER,TENDER,2457.09,1
1731112188,S10/20241108/00002,1,SALE,P101248,497.50,2
1731112188,S10/20241108/00002,2,SALE,P104064,326.15,1
1731112188,S10/20241108/00002,3,SALE,P105855,123.28,3
1731112188,S10/20241108/00002,4,SALE,P102788,846.64,2
1731112188,S10/20241108/00002,5,SALE,P104485,643.04,2
1731112188,S10/20241108/00002,6,DISCOUNT,DISC,-402.19,1
1731112188,S10/20241108/00002,7,TAX,TAX,434.76,1
1731112188,S10/20241108/00002,8,TENDER,TENDER,4702.92,1
1731067993,S10/20241108/00003,1,SALE,P105009,65.38,2
1731067993,S10/20241108/00003,2,SALE,P104410,541.11,2
1731067993,S10/20241108/00003,3,SALE,P107508,1577.69,2
1731067993,S10/20241108/00003,4,SALE,P101242,83.48,3
1731067993,S10/20241108/00003,5,TAX,TAX,642.06,1
1731067993,S10/20241108/00003,6,TENDER,TENDER,5260.86,1
1731082298,S10/20241108/00004,1,SALE,P108313,410.25,2
1731082298,S10/20241108/00004,2,SALE,P107705,763.24,2
1731082298,S10/20241108/00004,3,SALE,P101949,857.51,3
1731082298,S10/20241108/00004,4,SALE,P107890,133.07,2
1731082298,S10/20241108/00004,5,SALE,P106191,1230.97,1
1731082298,S10/20241108/00004,6,SALE,P103600,107.84,4
1731082298,S10/20241108/00004,7,SALE,P103645,285.25,2
1731082298,S10/20241108/00004,8,DISCOUNT,DISC,-192.72,1
1731082298,S10/20241108/00004,9,TAX,TAX,433.58,1
1731082298,S10/20241108/00004,10,TENDER,TENDER,7659.34,1
1731081551,S10/20241108/00005,1,SALE,P107639,128.49,1
1731081551,S10/20241108/00005,2,SALE,P103397,371.02,3
1731081551,S10/20241108/00005,3,SALE,P107072,75.15,1
1731081551,S10/20241108/00005,4,TAX,TAX,15.42,1
1731081551,S10/20241108/00005,5,TENDER,TENDER,1332.12,1
1731070605,S10/20241108/00006,1,SALE,P104842,352.80,2
1731070605,S10/20241108/00006,2,SALE,P104270,1153.64,3
1731070605,S10/20241108/00006,3,SALE,P100233,67.07,5
1731070605,S10/20241108/00006,4,SALE,P100946,81.33,1
1731070605,S10/20241108/00006,5,SALE,P107777,222.77,1
1731070605,S10/20241108/00006,6,TAX,TAX,289.12,1
1731070605,S10/20241108/00006,7,TENDER,TENDER,5095.09,1
1731072843,S10/20241108/00007,1,SALE,P108076,151.55,2
1731072843,S10/20241108/00007,2,SALE,P103124,523.92,2
1731072843,S10/20241108/00007,3,SALE,P106415,911.99,1
1731072843,S10/20241108/00007,4,SALE,P103927,206.11,1
1731072843,S10/20241108/00007,5,SALE,P105775,104.41,3
1731072843,S10/20241108/00007,6,TAX,TAX,362.91,1
1731072843,S10/20241108/00007,7,TENDER,TENDER,3145.18,1
1731080094,S10/20241108/00008,1,SALE,P107575,82.07,2
1731080094,S10/20241108/00008,2,SALE,P100183,1466.16,2
1731080094,S10/20241108/00008,3,SALE,P108060,217.09,1
1731080094,S10/20241108/00008,4,SALE,P100781,654.99,5
1731080094,S10/20241108/00008,5,SALE,P107695,271.01,2
1731080094,S10/20241108/00008,6,SALE,P105042,66.53,3
1731080094,S10/20241108/00008,7,SALE,P106697,342.69,1
1731080094,S10/20241108/00008,8,TAX,TAX,1155.06,1
1731080094,S10/20241108/00008,9,TENDER,TENDER,8827.86,1
1731078515,S10/20241108/00009,1,SALE,P104334,294.34,2
1731078515,S10/20241108/00009,2,SALE,P102963,415.64,2
1731078515,S10/20241108/00009,3,SALE,P104956,138.81,3
1731078515,S10/20241108/00009,4,DISCOUNT,DISC,-203.50,1
1731078515,S10/20241108/00009,5,TAX,TAX,225.87,1
1731078515,S10/20241108/00009,6,TENDER,TENDER,1858.76,1
1731060744,S10/20241108/00010,1,SALE,P100736,700.87,3
1731060744,S10/20241108/00010,2,SALE,P105490,154.49,3
1731060744,S10/20241108/00010,3,SALE,P103538,265.96,2
1731060744,S10/20241108/00010,4,SALE,P104517,1474.90,3
1731060744,S10/20241108/00010,5,TAX,TAX,362.33,1
1731060744,S10/20241108/00010,6,TENDER,TENDER,7885.03,1
1731057436,S10/20241108/00011,1,SALE,P100560,176.85,1
1731057436,S10/20241108/00011,2,SALE,P103364,118.90,2
1731057436,S10/20241108/00011,3,SALE,P103538,265.96,1
1731057436,S10/20241108/00011,4,SALE,P100767,277.22,3
1731057436,S10/20241108/00011,5,SALE,P107373,96.28,3
1731057436,S10/20241108/00011,6,SALE,P100479,342.92,1
1731057436,S10/20241108/00011,7,TAX,TAX,175.47,1
1731057436,S10/20241108/00011,8,TENDER,TENDER,2319.50,1
1731063598,S10/20241108/00012,1,SALE,P103234,128.39,4
1731063598,S10/20241108/00012,2,TAX,TAX,92.44,1
1731063598,S10/20241108/00012,3,TENDER,TENDER,606.00,1
1731071452,S10/20241108/00013,1,SALE,P104266,431.11,3
1731071452,S10/20241108/00013,2,SALE,P103283,166.64,4
1731071452,S10/20241108/00013,3,SALE,P107422,193.56,2
1731071452,S10/20241108/00013,4,SALE,P103637,338.13,4
1731071452,S10/20241108/00013,5,TAX,TAX,528.94,1
1731071452,S10/20241108/00013,6,TENDER,TENDER,4228.47,1
1731071041,S10/20241108/00014,1,SALE,P107989,189.72,1
1731071041,S10/20241108/00014,2,SALE,P100276,965.56,2
1731071041,S10/20241108/00014,3,SALE,P103559,370.21,1
1731071041,S10/20241108/00014,4,TAX,TAX,149.22,1
1731071041,S10/20241108/00014,5,TENDER,TENDER,2640.27,1
1731067252,S10/20241108/00015,1,SALE,P103068,153.43,1
1731067252,S10/20241108/00015,2,SALE,P104950,91.01,2
1731067252,S10/20241108/00015,3,SALE,P100483,933.37,3
1731067252,S10/20241108/00015,4,SALE,P100640,379.48,2
1731067252,S10/20241108/00015,5,TAX,TAX,131.51,1
1731067252,S10/20241108/00015,6,TENDER,TENDER,4026.03,1
1731071914,S10/20241108/00016,1,SALE,P105971,1150.46,1
1731071914,S10/20241108/00016,2,SALE,P106679,181.66,1
1731071914,S10/20241108/00016,3,SALE,P105268,300.66,3
1731071914,S10/20241108/00016,4,SALE,P107385,811.35,2
1731071914,S10/20241108/00016,5,SALE,P102714,86.80,1
1731071914,S10/20241108/00016,6,TAX,TAX,311.43,1
1731071914,S10/20241108/00016,7,TENDER,TENDER,4255.03,1
1731093337,S10/20241108/00017,1,SALE,P103222,427.41,1
1731093337,S10/20241108/00017,2,SALE,P103273,356.86,2
1731093337,S10/20241108/00017,3,TAX,TAX,136.94,1
1731093337,S10/20241108/00017,4,TENDER,TENDER,1278.07,1
1731055323,S10/20241108/00018,1,SALE,P101839,402.65,1
1731055323,S10/20241108/00018,2,SALE,P100183,1466.16,1
1731055323,S10/20241108/00018,3,SALE,P102122,138.84,2
1731055323,S10/20241108/00018,4,SALE,P106624,98.44,2
1731055323,S10/20241108/00018,5,SALE,P103843,660.15,2
1731055323,S10/20241108/00018,6,SALE,P102835,101.19,1
1731055323,S10/20241108/00018,7,TAX,TAX,524.04,1
1731055323,S10/20241108/00018,8,TENDER,TENDER,4288.90,1
1731063688,S10/20241108/00019,1,SALE,P101404,228.51,3
1731063688,S10/20241108/00019,2,SALE,P106415,911.99,2
1731063688,S10/20241108/00019,3,SALE,P107516,565.20,2
1731063688,S10/20241108/00019,4,SALE,P102707,425.19,4
1731063688,S10/20241108/00019,5,SALE,P105260,72.61,4
1731063688,S10/20241108/00019,6,SALE,P101923,527.50,3
1731063688,S10/20241108/00019,7,TAX,TAX,980.42,1
